     date              t_sum        Kp       ap        D
 01.08.2014             4.5       1.333          5           1
 01.08.2014             7.5       0.667          3           1
 01.08.2014            10.5       1.667          6           1
 01.08.2014            13.5           2          7           1
 01.08.2014            16.5       1.667          6           1
 01.08.2014            19.5           3         15           1
 01.08.2014            22.5       3.333         18           1
 02.08.2014             1.5       2.333          9           1
 02.08.2014             4.5       1.333          5           1
 02.08.2014             7.5       1.667          6           1
 02.08.2014            10.5       2.333          9           1
 02.08.2014            13.5       3.333         18           1
 02.08.2014            16.5           3         15           1
 02.08.2014            19.5       1.333          5           1
 02.08.2014            22.5       1.667          6           1
 03.08.2014             1.5       0.667          3           1
 03.08.2014             4.5           3         15           1
 03.08.2014             7.5       0.667          3           1
 03.08.2014            10.5       1.333          5           1
 03.08.2014            13.5       0.333          2           1
 03.08.2014            16.5           1          4           1
 03.08.2014            19.5           2          7           1
 03.08.2014            22.5           2          7           1
 04.08.2014             1.5       2.333          9           1
 04.08.2014             4.5           3         15           1
 04.08.2014             7.5       2.667         12           1
 04.08.2014            10.5           2          7           1
 04.08.2014            13.5       1.667          6           1
 04.08.2014            16.5       1.667          6           1
 04.08.2014            19.5           3         15           1
 04.08.2014            22.5       3.333         18           1
 05.08.2014             1.5       2.333          9           1
 05.08.2014             4.5           2          7           1
 05.08.2014             7.5       2.667         12           1
 05.08.2014            10.5       1.667          6           1
 05.08.2014            13.5       2.667         12           1
 05.08.2014            16.5           2          7           1
 05.08.2014            19.5       2.667         12           1
 05.08.2014            22.5       1.667          6           1
 06.08.2014             1.5           2          7           1
 06.08.2014             4.5       2.667         12           1
 06.08.2014             7.5       1.667          6           1
 06.08.2014            10.5       1.667          6           1
 06.08.2014            13.5       1.333          5           1
 06.08.2014            16.5       1.333          5           1
 06.08.2014            19.5           1          4           1
 06.08.2014            22.5       0.667          3           1
 07.08.2014             1.5       1.333          5           1
 07.08.2014             4.5           1          4           1
 07.08.2014             7.5           1          4           1
 07.08.2014            10.5           1          4           1
 07.08.2014            13.5       1.333          5           1
 07.08.2014            16.5           1          4           1
 07.08.2014            19.5       1.667          6           1
 07.08.2014            22.5       1.333          5           1
 08.08.2014             1.5           3         15           1
 08.08.2014             4.5       3.333         18           1
 08.08.2014             7.5       1.667          6           1
 08.08.2014            10.5           2          7           1
 08.08.2014            13.5       1.667          6           1
 08.08.2014            16.5       0.667          3           1
 08.08.2014            19.5       0.667          3           1
 08.08.2014            22.5       0.333          2           1
 09.08.2014             1.5       0.333          2           1
 09.08.2014             4.5       0.667          3           1
 09.08.2014             7.5       1.333          5           1
 09.08.2014            10.5       0.667          3           1
 09.08.2014            13.5       0.667          3           1
 09.08.2014            16.5       0.333          2           1
 09.08.2014            19.5       0.667          3           1
 09.08.2014            22.5       0.333          2           1
 10.08.2014             1.5       0.667          3           1
 10.08.2014             4.5       0.333          2           1
 10.08.2014             7.5           1          4           1
 10.08.2014            10.5       1.333          5           1
 10.08.2014            13.5           2          7           1
 10.08.2014            16.5           2          7           1
 10.08.2014            19.5       3.667         22           1
 10.08.2014            22.5           2          7           1
 11.08.2014             1.5           1          4           1
 11.08.2014             4.5           1          4           1
 11.08.2014             7.5           1          4           1
 11.08.2014            10.5       0.667          3           1
 11.08.2014            13.5       1.333          5           1
 11.08.2014            16.5           2          7           1
 11.08.2014            19.5       1.333          5           1
 11.08.2014            22.5       3.333         18           1
 12.08.2014             1.5       2.667         12           1
 12.08.2014             4.5       1.333          5           1
 12.08.2014             7.5           1          4           1
 12.08.2014            10.5           1          4           1
 12.08.2014            13.5       1.333          5           1
 12.08.2014            16.5       2.667         12           1
 12.08.2014            19.5       4.333         32           1
 12.08.2014            22.5       3.667         22           1
 13.08.2014             1.5           2          7           1
 13.08.2014             4.5           2          7           1
 13.08.2014             7.5       1.333          5           1
 13.08.2014            10.5       1.333          5           1
 13.08.2014            13.5       1.667          6           1
 13.08.2014            16.5       0.667          3           1
 13.08.2014            19.5       1.333          5           1
 13.08.2014            22.5           1          4           1
 14.08.2014             1.5       0.667          3           1
 14.08.2014             4.5       0.667          3           1
 14.08.2014             7.5       0.333          2           1
 14.08.2014            10.5       0.667          3           1
 14.08.2014            13.5       0.667          3           1
 14.08.2014            16.5           1          4           1
 14.08.2014            19.5       0.667          3           1
 14.08.2014            22.5           2          7           1
 15.08.2014             1.5           1          4           1
 15.08.2014             4.5       0.667          3           1
 15.08.2014             7.5       0.333          2           1
 15.08.2014            10.5       0.667          3           1
 15.08.2014            13.5       1.333          5           1
 15.08.2014            16.5       1.333          5           1
 15.08.2014            19.5       0.667          3           1
 15.08.2014            22.5       1.333          5           1
 16.08.2014             1.5       0.333          2           1
 16.08.2014             4.5       0.333          2           1
 16.08.2014             7.5           0          0           1
 16.08.2014            10.5       0.333          2           1
 16.08.2014            13.5           0          0           1
 16.08.2014            16.5           0          0           1
 16.08.2014            19.5       0.333          2           1
 16.08.2014            22.5       0.667          3           1
 17.08.2014             1.5       1.333          5           1
 17.08.2014             4.5       0.667          3           1
 17.08.2014             7.5       0.333          2           1
 17.08.2014            10.5           2          7           1
 17.08.2014            13.5       2.667         12           1
 17.08.2014            16.5           2          7           1
 17.08.2014            19.5       0.667          3           1
 17.08.2014            22.5           1          4           1
 18.08.2014             1.5       0.667          3           1
 18.08.2014             4.5       1.333          5           1
 18.08.2014             7.5           2          7           1
 18.08.2014            10.5           0          0           1
 18.08.2014            13.5       0.667          3           1
 18.08.2014            16.5       1.333          5           1
 18.08.2014            19.5       1.333          5           1
 18.08.2014            22.5           1          4           1
 19.08.2014             1.5       0.667          3           1
 19.08.2014             4.5       0.667          3           1
 19.08.2014             7.5           2          7           1
 19.08.2014            10.5       2.667         12           1
 19.08.2014            13.5       1.667          6           1
 19.08.2014            16.5       2.667         12           1
 19.08.2014            19.5       3.667         22           1
 19.08.2014            22.5       5.333         56           1
 20.08.2014             1.5       2.333          9           1
 20.08.2014             4.5       0.667          3           1
 20.08.2014             7.5       1.333          5           1
 20.08.2014            10.5       1.333          5           1
 20.08.2014            13.5       1.333          5           1
 20.08.2014            16.5           1          4           1
 20.08.2014            19.5       1.667          6           1
 20.08.2014            22.5       1.667          6           1
 21.08.2014             1.5           3         15           1
 21.08.2014             4.5           3         15           1
 21.08.2014             7.5       1.667          6           1
 21.08.2014            10.5           2          7           1
 21.08.2014            13.5           2          7           1
 21.08.2014            16.5       1.333          5           1
 21.08.2014            19.5       2.667         12           1
 21.08.2014            22.5       1.667          6           1
 22.08.2014             1.5           1          4           1
 22.08.2014             4.5           2          7           1
 22.08.2014             7.5       0.333          2           1
 22.08.2014            10.5           0          0           1
 22.08.2014            13.5       0.667          3           1
 22.08.2014            16.5       0.333          2           1
 22.08.2014            19.5           0          0           1
 22.08.2014            22.5       0.667          3           1
 23.08.2014             1.5       0.667          3           1
 23.08.2014             4.5           2          7           1
 23.08.2014             7.5           1          4           1
 23.08.2014            10.5       0.667          3           1
 23.08.2014            13.5       0.333          2           1
 23.08.2014            16.5       1.333          5           1
 23.08.2014            19.5           1          4           1
 23.08.2014            22.5       0.667          3           1
 24.08.2014             1.5       0.667          3           1
 24.08.2014             4.5       0.333          2           1
 24.08.2014             7.5       0.667          3           1
 24.08.2014            10.5       0.667          3           1
 24.08.2014            13.5       1.333          5           1
 24.08.2014            16.5           0          0           1
 24.08.2014            19.5           0          0           1
 24.08.2014            22.5           0          0           1
 25.08.2014             1.5           0          0           1
 25.08.2014             4.5       0.333          2           1
 25.08.2014             7.5           0          0           1
 25.08.2014            10.5       0.667          3           1
 25.08.2014            13.5       0.667          3           1
 25.08.2014            16.5       0.667          3           1
 25.08.2014            19.5       0.667          3           1
 25.08.2014            22.5       0.667          3           1
 26.08.2014             1.5       0.333          2           1
 26.08.2014             4.5       0.333          2           1
 26.08.2014             7.5           0          0           1
 26.08.2014            10.5       1.333          5           1
 26.08.2014            13.5       0.667          3           1
 26.08.2014            16.5           1          4           1
 26.08.2014            19.5           1          4           1
 26.08.2014            22.5           1          4           1
 27.08.2014             1.5       0.667          3           1
 27.08.2014             4.5       2.333          9           1
 27.08.2014             7.5       3.333         18           1
 27.08.2014            10.5       3.667         22           1
 27.08.2014            13.5       3.667         22           1
 27.08.2014            16.5       4.333         32           1
 27.08.2014            19.5           4         27           1
 27.08.2014            22.5       3.333         18           1
 28.08.2014             1.5       3.333         18           1
 28.08.2014             4.5       4.667         39           1
 28.08.2014             7.5           4         27           1
 28.08.2014            10.5           3         15           1
 28.08.2014            13.5       2.333          9           1
 28.08.2014            16.5       3.667         22           1
 28.08.2014            19.5       2.667         12           1
 28.08.2014            22.5       2.333          9           1
 29.08.2014             1.5       3.333         18           1
 29.08.2014             4.5       3.667         22           1
 29.08.2014             7.5           3         15           1
 29.08.2014            10.5           4         27           1
 29.08.2014            13.5       2.667         12           1
 29.08.2014            16.5       2.333          9           1
 29.08.2014            19.5           3         15           1
 29.08.2014            22.5       3.667         22           1
 30.08.2014             1.5       3.667         22           1
 30.08.2014             4.5       3.667         22           1
 30.08.2014             7.5       1.667          6           1
 30.08.2014            10.5       3.333         18           1
 30.08.2014            13.5       3.333         18           1
 30.08.2014            16.5       1.667          6           1
 30.08.2014            19.5       2.667         12           1
 30.08.2014            22.5       1.667          6           1
 31.08.2014             1.5           2          7           1
 31.08.2014             4.5       1.667          6           1
 31.08.2014             7.5       2.333          9           1
 31.08.2014            10.5       3.667         22           1
 31.08.2014            13.5       2.667         12           1
 31.08.2014            16.5       1.667          6           1
 31.08.2014            19.5           4         27           1
 31.08.2014            22.5       3.667         22           1
 01.09.2014             1.5           3         15           1
 01.09.2014             4.5       2.333          9           1
 01.09.2014             7.5       2.333          9           1
 01.09.2014            10.5       2.333          9           1
 01.09.2014            13.5       2.667         12           1
 01.09.2014            16.5           2          7           1
 01.09.2014            19.5           2          7           1
 01.09.2014            22.5       2.667         12           1
 02.09.2014             1.5           2          7           1
 02.09.2014             4.5       2.333          9           1
 02.09.2014             7.5           2          7           1
 02.09.2014            10.5       1.667          6           1
 02.09.2014            13.5       2.667         12           1
 02.09.2014            16.5           2          7           1
 02.09.2014            19.5           2          7           1
 02.09.2014            22.5           3         15           1
 03.09.2014             1.5       2.667         12           1
 03.09.2014             4.5       3.333         18           1
 03.09.2014             7.5       2.667         12           1
 03.09.2014            10.5       1.667          6           1
 03.09.2014            13.5       1.333          5           1
 03.09.2014            16.5       1.333          5           1
 03.09.2014            19.5       1.333          5           1
 03.09.2014            22.5           2          7           1
 04.09.2014             1.5       2.667         12           1
 04.09.2014             4.5           2          7           1
 04.09.2014             7.5       1.333          5           1
 04.09.2014            10.5           2          7           1
 04.09.2014            13.5       1.667          6           1
 04.09.2014            16.5       0.667          3           1
 04.09.2014            19.5       0.667          3           1
 04.09.2014            22.5       1.333          5           1
 05.09.2014             1.5       1.333          5           1
 05.09.2014             4.5       1.333          5           1
 05.09.2014             7.5       1.667          6           1
 05.09.2014            10.5       1.667          6           1
 05.09.2014            13.5       1.667          6           1
 05.09.2014            16.5           2          7           1
 05.09.2014            19.5       1.667          6           1
 05.09.2014            22.5       2.667         12           1
 06.09.2014             1.5           1          4           1
 06.09.2014             4.5       2.333          9           1
 06.09.2014             7.5       2.667         12           1
 06.09.2014            10.5       1.333          5           1
 06.09.2014            13.5       1.667          6           1
 06.09.2014            16.5       3.333         18           1
 06.09.2014            19.5       2.333          9           1
 06.09.2014            22.5       2.667         12           1
 07.09.2014             1.5           3         15           1
 07.09.2014             4.5           3         15           1
 07.09.2014             7.5       2.333          9           1
 07.09.2014            10.5       0.667          3           1
 07.09.2014            13.5       0.667          3           1
 07.09.2014            16.5       0.667          3           1
 07.09.2014            19.5       0.667          3           1
 07.09.2014            22.5       0.333          2           1
 08.09.2014             1.5           0          0           1
 08.09.2014             4.5       1.333          5           1
 08.09.2014             7.5       1.667          6           1
 08.09.2014            10.5       0.667          3           1
 08.09.2014            13.5           1          4           1
 08.09.2014            16.5       1.333          5           1
 08.09.2014            19.5       1.667          6           1
 08.09.2014            22.5           2          7           1
 09.09.2014             1.5           2          7           1
 09.09.2014             4.5       1.667          6           1
 09.09.2014             7.5       1.333          5           1
 09.09.2014            10.5       1.667          6           1
 09.09.2014            13.5       1.667          6           1
 09.09.2014            16.5       1.667          6           1
 09.09.2014            19.5       2.333          9           1
 09.09.2014            22.5       2.333          9           1
 10.09.2014             1.5       2.333          9           1
 10.09.2014             4.5           0          0           1
 10.09.2014             7.5       0.667          3           1
 10.09.2014            10.5           1          4           1
 10.09.2014            13.5       0.667          3           1
 10.09.2014            16.5           2          7           1
 10.09.2014            19.5       2.333          9           1
 10.09.2014            22.5           3         15           1
 11.09.2014             1.5       2.667         12           1
 11.09.2014             4.5       3.667         22           1
 11.09.2014             7.5       2.333          9           1
 11.09.2014            10.5       2.333          9           1
 11.09.2014            13.5       1.667          6           1
 11.09.2014            16.5           1          4           1
 11.09.2014            19.5       1.333          5           1
 11.09.2014            22.5       3.333         18           1
 12.09.2014             1.5       5.333         56           1
 12.09.2014             4.5       4.333         32           1
 12.09.2014             7.5           2          7           1
 12.09.2014            10.5           3         15           1
 12.09.2014            13.5       1.667          6           1
 12.09.2014            16.5           5         48           1
 12.09.2014            19.5       4.667         39           1
 12.09.2014            22.5       6.333         94           1
 13.09.2014             1.5       3.667         22           1
 13.09.2014             4.5       2.667         12           1
 13.09.2014             7.5           4         27           1
 13.09.2014            10.5       1.333          5           1
 13.09.2014            13.5           2          7           1
 13.09.2014            16.5           2          7           1
 13.09.2014            19.5       2.333          9           1
 13.09.2014            22.5       1.333          5           1
 14.09.2014             1.5       0.333          2           1
 14.09.2014             4.5       0.333          2           1
 14.09.2014             7.5       0.667          3           1
 14.09.2014            10.5       0.333          2           1
 14.09.2014            13.5       0.667          3           1
 14.09.2014            16.5       0.667          3           1
 14.09.2014            19.5           0          0           1
 14.09.2014            22.5           0          0           1
 15.09.2014             1.5           0          0           1
 15.09.2014             4.5       0.333          2           1
 15.09.2014             7.5           1          4           1
 15.09.2014            10.5       0.333          2           1
 15.09.2014            13.5       0.667          3           1
 15.09.2014            16.5       0.333          2           1
 15.09.2014            19.5       0.333          2           1
 15.09.2014            22.5       0.667          3           1
 16.09.2014             1.5       1.667          6           1
 16.09.2014             4.5       2.333          9           1
 16.09.2014             7.5           2          7           1
 16.09.2014            10.5       1.333          5           1
 16.09.2014            13.5           1          4           1
 16.09.2014            16.5       1.333          5           1
 16.09.2014            19.5           2          7           1
 16.09.2014            22.5       2.667         12           1
 17.09.2014             1.5           2          7           1
 17.09.2014             4.5       0.667          3           1
 17.09.2014             7.5           0          0           1
 17.09.2014            10.5       0.333          2           1
 17.09.2014            13.5       0.667          3           1
 17.09.2014            16.5       1.667          6           1
 17.09.2014            19.5           2          7           1
 17.09.2014            22.5           2          7           1
 18.09.2014             1.5           2          7           1
 18.09.2014             4.5           1          4           1
 18.09.2014             7.5       0.667          3           1
 18.09.2014            10.5       0.667          3           1
 18.09.2014            13.5           1          4           1
 18.09.2014            16.5       1.333          5           1
 18.09.2014            19.5       2.667         12           1
 18.09.2014            22.5       2.667         12           1
 19.09.2014             1.5       3.667         22           1
 19.09.2014             4.5       4.667         39           1
 19.09.2014             7.5       3.333         18           1
 19.09.2014            10.5       3.333         18           1
 19.09.2014            13.5       3.333         18           1
 19.09.2014            16.5       3.667         22           1
 19.09.2014            19.5           3         15           1
 19.09.2014            22.5       2.333          9           1
 20.09.2014             1.5           2          7           1
 20.09.2014             4.5           2          7           1
 20.09.2014             7.5           1          4           1
 20.09.2014            10.5       1.333          5           1
 20.09.2014            13.5       2.333          9           1
 20.09.2014            16.5           1          4           1
 20.09.2014            19.5       0.333          2           1
 20.09.2014            22.5           1          4           1
 21.09.2014             1.5       1.333          5           1
 21.09.2014             4.5           3         15           1
 21.09.2014             7.5       1.333          5           1
 21.09.2014            10.5           1          4           1
 21.09.2014            13.5           1          4           1
 21.09.2014            16.5           1          4           1
 21.09.2014            19.5       1.667          6           1
 21.09.2014            22.5           1          4           1
 22.09.2014             1.5           1          4           1
 22.09.2014             4.5       2.333          9           1
 22.09.2014             7.5           2          7           1
 22.09.2014            10.5       1.667          6           1
 22.09.2014            13.5       2.667         12           1
 22.09.2014            16.5           2          7           1
 22.09.2014            19.5           2          7           1
 22.09.2014            22.5       1.667          6           1
 23.09.2014             1.5       2.667         12           1
 23.09.2014             4.5           2          7           1
 23.09.2014             7.5           2          7           1
 23.09.2014            10.5           2          7           1
 23.09.2014            13.5       2.667         12           1
 23.09.2014            16.5           3         15           1
 23.09.2014            19.5       2.667         12           1
 23.09.2014            22.5       2.333          9           1
 24.09.2014             1.5       3.667         22           1
 24.09.2014             4.5       3.667         22           1
 24.09.2014             7.5       2.667         12           1
 24.09.2014            10.5           4         27           1
 24.09.2014            13.5       3.667         22           1
 24.09.2014            16.5       3.333         18           1
 24.09.2014            19.5           3         15           1
 24.09.2014            22.5           4         27           1
 25.09.2014             1.5       3.667         22           1
 25.09.2014             4.5       2.333          9           1
 25.09.2014             7.5       2.333          9           1
 25.09.2014            10.5       2.667         12           1
 25.09.2014            13.5           2          7           1
 25.09.2014            16.5       1.667          6           1
 25.09.2014            19.5       2.333          9           1
 25.09.2014            22.5           3         15           1
 26.09.2014             1.5           3         15           1
 26.09.2014             4.5       3.333         18           1
 26.09.2014             7.5       2.667         12           1
 26.09.2014            10.5       2.667         12           1
 26.09.2014            13.5           4         27           1
 26.09.2014            16.5       3.333         18           1
 26.09.2014            19.5           2          7           1
 26.09.2014            22.5           3         15           1
 27.09.2014             1.5       4.333         32           1
 27.09.2014             4.5           4         27           1
 27.09.2014             7.5       3.333         18           1
 27.09.2014            10.5       2.333          9           1
 27.09.2014            13.5       2.333          9           1
 27.09.2014            16.5       2.333          9           1
 27.09.2014            19.5           2          7           1
 27.09.2014            22.5           1          4           1
 28.09.2014             1.5       1.667          6           1
 28.09.2014             4.5       1.333          5           1
 28.09.2014             7.5       1.333          5           1
 28.09.2014            10.5       2.333          9           1
 28.09.2014            13.5       2.333          9           1
 28.09.2014            16.5           2          7           1
 28.09.2014            19.5       2.333          9           1
 28.09.2014            22.5           1          4           1
 29.09.2014             1.5           2          7           1
 29.09.2014             4.5       1.667          6           1
 29.09.2014             7.5       1.333          5           1
 29.09.2014            10.5       2.333          9           1
 29.09.2014            13.5           2          7           1
 29.09.2014            16.5       1.333          5           1
 29.09.2014            19.5       3.667         22           1
 29.09.2014            22.5       2.667         12           1
 30.09.2014             1.5       2.667         12           1
 30.09.2014             4.5           4         27           1
 30.09.2014             7.5       2.333          9           1
 30.09.2014            10.5       3.333         18           1
 30.09.2014            13.5       2.333          9           1
 30.09.2014            16.5           2          7           1
 30.09.2014            19.5       2.333          9           1
 30.09.2014            22.5       2.333          9           1
 01.10.2014             1.5           4         27           1
 01.10.2014             4.5       2.333          9           1
 01.10.2014             7.5       2.667         12           1
 01.10.2014            10.5       2.333          9           1
 01.10.2014            13.5       1.667          6           1
 01.10.2014            16.5       2.333          9           1
 01.10.2014            19.5       1.667          6           1
 01.10.2014            22.5           2          7           1
 02.10.2014             1.5           2          7           1
 02.10.2014             4.5       2.333          9           1
 02.10.2014             7.5       1.667          6           1
 02.10.2014            10.5       1.333          5           1
 02.10.2014            13.5       1.667          6           1
 02.10.2014            16.5           2          7           1
 02.10.2014            19.5       1.333          5           1
 02.10.2014            22.5       2.333          9           1
 03.10.2014             1.5       2.333          9           1
 03.10.2014             4.5       0.333          2           1
 03.10.2014             7.5           1          4           1
 03.10.2014            10.5       0.333          2           1
 03.10.2014            13.5       0.333          2           1
 03.10.2014            16.5           1          4           1
 03.10.2014            19.5       0.667          3           1
 03.10.2014            22.5       0.333          2           1
 04.10.2014             1.5       1.333          5           1
 04.10.2014             4.5       1.667          6           1
 04.10.2014             7.5           2          7           1
 04.10.2014            10.5           1          4           1
 04.10.2014            13.5       0.667          3           1
 04.10.2014            16.5       0.333          2           1
 04.10.2014            19.5           1          4           1
 04.10.2014            22.5       1.667          6           1
 05.10.2014             1.5       1.667          6           1
 05.10.2014             4.5       1.667          6           1
 05.10.2014             7.5       1.333          5           1
 05.10.2014            10.5       0.667          3           1
 05.10.2014            13.5       1.667          6           1
 05.10.2014            16.5       1.667          6           1
 05.10.2014            19.5       1.333          5           1
 05.10.2014            22.5           1          4           1
 06.10.2014             1.5       2.667         12           1
 06.10.2014             4.5           2          7           1
 06.10.2014             7.5       0.333          2           1
 06.10.2014            10.5       0.667          3           1
 06.10.2014            13.5       0.667          3           1
 06.10.2014            16.5       0.333          2           1
 06.10.2014            19.5           1          4           1
 06.10.2014            22.5       2.667         12           1
 07.10.2014             1.5           2          7           1
 07.10.2014             4.5           3         15           1
 07.10.2014             7.5       0.333          2           1
 07.10.2014            10.5       0.333          2           1
 07.10.2014            13.5       0.667          3           1
 07.10.2014            16.5       0.667          3           1
 07.10.2014            19.5       0.333          2           1
 07.10.2014            22.5           1          4           1
 08.10.2014             1.5           1          4           1
 08.10.2014             4.5       1.333          5           1
 08.10.2014             7.5       1.333          5           1
 08.10.2014            10.5           3         15           1
 08.10.2014            13.5           2          7           1
 08.10.2014            16.5       1.667          6           1
 08.10.2014            19.5           2          7           1
 08.10.2014            22.5       2.667         12           1
 09.10.2014             1.5       3.333         18           1
 09.10.2014             4.5           4         27           1
 09.10.2014             7.5       3.667         22           1
 09.10.2014            10.5       2.333          9           1
 09.10.2014            13.5           2          7           1
 09.10.2014            16.5       1.667          6           1
 09.10.2014            19.5           2          7           1
 09.10.2014            22.5           2          7           1
 10.10.2014             1.5       2.667         12           1
 10.10.2014             4.5       3.333         18           1
 10.10.2014             7.5       1.333          5           1
 10.10.2014            10.5       0.333          2           1
 10.10.2014            13.5       0.667          3           1
 10.10.2014            16.5           1          4           1
 10.10.2014            19.5       1.333          5           1
 10.10.2014            22.5       1.667          6           1
 11.10.2014             1.5       1.667          6           1
 11.10.2014             4.5       2.667         12           1
 11.10.2014             7.5       2.667         12           1
 11.10.2014            10.5       2.333          9           1
 11.10.2014            13.5           3         15           1
 11.10.2014            16.5       1.333          5           1
 11.10.2014            19.5       0.667          3           1
 11.10.2014            22.5       0.333          2           1
 12.10.2014             1.5           0          0           1
 12.10.2014             4.5           0          0           1
 12.10.2014             7.5       0.333          2           1
 12.10.2014            10.5           1          4           1
 12.10.2014            13.5       1.333          5           1
 12.10.2014            16.5       0.667          3           1
 12.10.2014            19.5       1.333          5           1
 12.10.2014            22.5       0.667          3           1
 13.10.2014             1.5           1          4           1
 13.10.2014             4.5       0.333          2           1
 13.10.2014             7.5       1.333          5           1
 13.10.2014            10.5           0          0           1
 13.10.2014            13.5           1          4           1
 13.10.2014            16.5           2          7           1
 13.10.2014            19.5       2.667         12           1
 13.10.2014            22.5       2.667         12           1
 14.10.2014             1.5       0.667          3           1
 14.10.2014             4.5           1          4           1
 14.10.2014             7.5       0.667          3           1
 14.10.2014            10.5       1.667          6           1
 14.10.2014            13.5       3.333         18           1
 14.10.2014            16.5       4.333         32           1
 14.10.2014            19.5       4.333         32           1
 14.10.2014            22.5           5         48           1
 15.10.2014             1.5           4         27           1
 15.10.2014             4.5           3         15           1
 15.10.2014             7.5           2          7           1
 15.10.2014            10.5       1.333          5           1
 15.10.2014            13.5       1.667          6           1
 15.10.2014            16.5           1          4           1
 15.10.2014            19.5       0.333          2           1
 15.10.2014            22.5       0.667          3           1
 16.10.2014             1.5       1.667          6           1
 16.10.2014             4.5           1          4           1
 16.10.2014             7.5       0.667          3           1
 16.10.2014            10.5       1.667          6           1
 16.10.2014            13.5       1.667          6           1
 16.10.2014            16.5       1.667          6           1
 16.10.2014            19.5       1.667          6           1
 16.10.2014            22.5           3         15           1
 17.10.2014             1.5       1.333          5           1
 17.10.2014             4.5       2.667         12           1
 17.10.2014             7.5       0.667          3           1
 17.10.2014            10.5       1.667          6           1
 17.10.2014            13.5       1.333          5           1
 17.10.2014            16.5           1          4           1
 17.10.2014            19.5       1.333          5           1
 17.10.2014            22.5           3         15           1
 18.10.2014             1.5       3.333         18           1
 18.10.2014             4.5           3         15           1
 18.10.2014             7.5       2.333          9           1
 18.10.2014            10.5       2.333          9           1
 18.10.2014            13.5           3         15           1
 18.10.2014            16.5           4         27           1
 18.10.2014            19.5       2.333          9           1
 18.10.2014            22.5           3         15           1
 19.10.2014             1.5           3         15           1
 19.10.2014             4.5       3.333         18           1
 19.10.2014             7.5       2.333          9           1
 19.10.2014            10.5           2          7           1
 19.10.2014            13.5       1.667          6           1
 19.10.2014            16.5       0.667          3           1
 19.10.2014            19.5       2.333          9           1
 19.10.2014            22.5       1.333          5           1
 20.10.2014             1.5           3         15           1
 20.10.2014             4.5           3         15           1
 20.10.2014             7.5           4         27           1
 20.10.2014            10.5       3.667         22           1
 20.10.2014            13.5       3.333         18           1
 20.10.2014            16.5           5         48           1
 20.10.2014            19.5           4         27           1
 20.10.2014            22.5       3.667         22           1
 21.10.2014             1.5           3         15           1
 21.10.2014             4.5       2.333          9           1
 21.10.2014             7.5           3         15           1
 21.10.2014            10.5           3         15           1
 21.10.2014            13.5       3.333         18           1
 21.10.2014            16.5           3         15           1
 21.10.2014            19.5       3.667         22           1
 21.10.2014            22.5       2.333          9           1
 22.10.2014             1.5       3.667         22           1
 22.10.2014             4.5           3         15           1
 22.10.2014             7.5       2.667         12           1
 22.10.2014            10.5       2.333          9           1
 22.10.2014            13.5       2.667         12           1
 22.10.2014            16.5       3.667         22           1
 22.10.2014            19.5       2.333          9           1
 22.10.2014            22.5       1.667          6           1
 23.10.2014             1.5       1.333          5           1
 23.10.2014             4.5           2          7           1
 23.10.2014             7.5           2          7           1
 23.10.2014            10.5           2          7           1
 23.10.2014            13.5       2.333          9           1
 23.10.2014            16.5       1.667          6           1
 23.10.2014            19.5       3.333         18           1
 23.10.2014            22.5           2          7           1
 24.10.2014             1.5           3         15           1
 24.10.2014             4.5       0.667          3           1
 24.10.2014             7.5       1.667          6           1
 24.10.2014            10.5           2          7           1
 24.10.2014            13.5           2          7           1
 24.10.2014            16.5       3.667         22           1
 24.10.2014            19.5           2          7           1
 24.10.2014            22.5       1.667          6           1
 25.10.2014             1.5           3         15           1
 25.10.2014             4.5       2.333          9           1
 25.10.2014             7.5       1.667          6           1
 25.10.2014            10.5       1.667          6           1
 25.10.2014            13.5           2          7           1
 25.10.2014            16.5           3         15           1
 25.10.2014            19.5           2          7           1
 25.10.2014            22.5           1          4           1
 26.10.2014             1.5           3         15           1
 26.10.2014             4.5       2.667         12           1
 26.10.2014             7.5           3         15           1
 26.10.2014            10.5           3         15           1
 26.10.2014            13.5       2.333          9           1
 26.10.2014            16.5           2          7           1
 26.10.2014            19.5           2          7           1
 26.10.2014            22.5           1          4           1
 27.10.2014             1.5       2.667         12           1
 27.10.2014             4.5       2.333          9           1
 27.10.2014             7.5           2          7           1
 27.10.2014            10.5       2.667         12           1
 27.10.2014            13.5           2          7           1
 27.10.2014            16.5       2.667         12           1
 27.10.2014            19.5           2          7           1
 27.10.2014            22.5           4         27           1
 28.10.2014             1.5       3.667         22           1
 28.10.2014             4.5       2.667         12           1
 28.10.2014             7.5       2.333          9           1
 28.10.2014            10.5           3         15           1
 28.10.2014            13.5       2.667         12           1
 28.10.2014            16.5       2.667         12           1
 28.10.2014            19.5       2.333          9           1
 28.10.2014            22.5           1          4           1
 29.10.2014             1.5       3.333         18           1
 29.10.2014             4.5       2.333          9           1
 29.10.2014             7.5           2          7           1
 29.10.2014            10.5       1.667          6           1
