      date        h         min      t_sum  MLT   MLAT   GLON   GLAT
 02.01.2015       1         50       1.83 23.22  69.98 308.27  64.17
 02.01.2015      12          5      12.08  1.25  65.45 212.57  65.12
 02.01.2015      17         29      17.48  2.79  65.67 147.89  70.62
 02.01.2015      23         27      23.45  0.81  63.82   12.5  66.11
 03.01.2015       1          0       1.00  2.79  64.03  20.42  67.84
 03.01.2015       5         36       5.60 22.81   73.6 263.99  64.32
 03.01.2015       6         48       6.80 23.37   63.8 254.74   55.2
 04.01.2015       6         28       6.47 23.09     67 256.32  58.22
 05.01.2015       5         38       5.63  2.35   63.9  298.3   56.4
 05.01.2015      11         23      11.38  0.45  65.45 212.57  65.12
 05.01.2015      13         46      13.77 22.49  66.71 128.92  71.59
 05.01.2015      18         32      18.53  2.67  66.71 128.92  71.59
 06.01.2015       5         16       5.27  1.93   63.9  298.3   56.4
 07.01.2015       7         31       7.52  2.86  70.39 282.71  60.05
 07.01.2015      22         44      22.73   0.1  61.87  18.75  64.61
 08.01.2015       0         17       0.28   1.7  66.86  16.03   69.3
 08.01.2015       3         36       3.60 23.54   66.7  291.6   58.1
 08.01.2015       8         39       8.65 21.33  70.87 216.35  70.14
 08.01.2015      10         10      10.17 22.78  70.87 216.35  70.14
 08.01.2015      17         30      17.50 22.94  69.34   80.7  73.53
 08.01.2015      21         54      21.90 23.89   65.6   23.7  69.46
 09.01.2015       6         21       6.35 23.03  58.49  256.2  49.69
 09.01.2015       9         16       9.27  1.84     67 256.32  58.22
 09.01.2015      12         43      12.72  2.26  66.59 220.89  64.05
 09.01.2015      17          1      17.02  1.33  66.71 128.92  71.59
 09.01.2015      22         31      22.52 23.93  66.86  16.03   69.3
 10.01.2015       3         24       3.40  1.24  65.75 314.56  61.16
 10.01.2015       8         46       8.77  0.55  67.48 248.89  58.77
 10.01.2015       9         59       9.98  2.64  58.49  256.2  49.69
 10.01.2015      13          8      13.13  1.44  70.64 203.38  71.32
 10.01.2015      15          7      15.12  2.42  65.37 180.63  68.88
 11.01.2015       1         26       1.43 23.08  65.75 314.56  61.16
 11.01.2015       6         26       6.43 22.17  67.48 248.89  58.77
 11.01.2015       9         52       9.87 23.49  71.57 226.23  68.41
 11.01.2015      13         37      13.62  23.3  65.67 147.89  70.62
 11.01.2015      15         51      15.85  0.35  66.71 128.92  71.59
 11.01.2015      20         18      20.30 22.37  68.19  22.22  70.54
 12.01.2015       5         35       5.58   0.8   69.6 281.92  58.47
 12.01.2015      11         46      11.77 22.99  65.37 180.63  68.88
 12.01.2015      16          2      16.03   0.5  66.71 128.92  71.59
 12.01.2015      18         27      18.45 20.56  74.52   15.6     77
 12.01.2015      20         56      20.93 22.87  71.89   19.2   74.5
 13.01.2015       2         42       2.70  0.06  71.43 308.27  64.17
 13.01.2015      11          8      11.13   0.5  66.59 218.84  64.78
 13.01.2015      12         14      12.23  1.86  66.24 220.89  64.05
 13.01.2015      16         58      16.97  1.26  66.71 128.92  71.59
 13.01.2015      22         48      22.80  0.59   67.8  22.22  70.54
 14.01.2015       9          3       9.05  2.26   73.6 263.99  64.32
 14.01.2015      10         13      10.22 23.54  66.59 220.89  64.05
 14.01.2015      11         54      11.90  0.86   71.5 216.35  70.14
 14.01.2015      13         22      13.37  0.68  65.37 180.63  68.88
 14.01.2015      19         46      19.77 21.74  71.89   19.2   74.5
 15.01.2015       8         13       8.22 23.68  69.42 245.52  62.48
 15.01.2015      11         13      11.22  0.73  66.24 220.89  64.05
 16.01.2015       4         26       4.43  2.03  67.41 310.32     62
 16.01.2015       7         21       7.35  22.8  69.42 245.52  62.48
 16.01.2015      10         24      10.40 23.86  66.24 220.89  64.05
 16.01.2015      18         30      18.50  2.59  66.71 128.92  71.59
 17.01.2015       2         11       2.18 23.87  65.75 314.56  61.16
 17.01.2015       9         52       9.87  1.53  67.48 248.89  58.77
 17.01.2015      22         31      22.52 23.91  66.86  16.03   69.3
 18.01.2015       2         19       2.32 23.66  69.98 308.27  64.17
 18.01.2015      11         48      11.80  0.41  70.87 211.21  70.36
 18.01.2015      20          3      20.05  0.03  65.95  61.21   69.6
 19.01.2015       1         19       1.32  2.73  66.86  16.03   69.3
 19.01.2015      18         44      18.73  21.2  73.53   15.6     77
 19.01.2015      21         57      21.95 23.95  66.82  22.96  69.86
 20.01.2015       8          7       8.12 23.84  67.48 248.89  58.77
 21.01.2015      17         12      17.20  2.45  65.67 147.89  70.62
 21.01.2015      22         37      22.62  0.61  66.82  22.96  69.86
 22.01.2015      18         42      18.70 23.97  69.34   80.7  73.53
 23.01.2015       1         28       1.47 22.92  72.64  307.1  65.42
 23.01.2015       4         29       4.48  0.39   66.7  291.6   58.1
 23.01.2015      10         41      10.68 23.47   71.5 216.35  70.14
 23.01.2015      12          9      12.15  1.51  66.59 218.84  64.78
 23.01.2015      16         24      16.40  0.73  66.71 128.92  71.59
 23.01.2015      18          6      18.10  2.21  66.71 128.92  71.59
 24.01.2015       4         57       4.95  0.88   66.7  291.6   58.1
 24.01.2015       9         59       9.98  1.58  67.48 248.89  58.77
 24.01.2015      14          3      14.05  1.27  65.37 180.63  68.88
 24.01.2015      16         29      16.48  1.83  65.67 147.89  70.62
 24.01.2015      20         25      20.42  0.38  65.95  61.21   69.6
 25.01.2015       4          1       4.02 23.98  72.21 291.48  63.75
 25.01.2015      11         28      11.47  0.91  66.24 220.89  64.05
 25.01.2015      23          5      23.08  1.03   65.6   23.7  69.46
 26.01.2015       3         19       3.32  0.72  69.98 308.27  64.17
 26.01.2015       8         33       8.55 21.83  66.59 220.89  64.05
 26.01.2015      17         23      17.38 22.77  69.34   80.7  73.53
 26.01.2015      21         52      21.87  1.79  65.95  61.21   69.6
 27.01.2015       6         28       6.47 23.85   68.5 265.79  57.71
 27.01.2015       7         30       7.50  1.75  75.99 273.77  66.52
 27.01.2015      12         32      12.53  1.48  65.45 212.57  65.12
 27.01.2015      15         41      15.68  2.26  65.92  170.9  70.08
 27.01.2015      20         23      20.38 22.32  71.89   19.2   74.5
 27.01.2015      23         19      23.32  0.24  62.61  10.99  64.94
 28.01.2015       6         20       6.33  1.41  70.39 282.71  60.05
 28.01.2015      16         40      16.67  0.93  66.71 128.92  71.59
 28.01.2015      21         29      21.48  23.5  68.19  22.22  70.54
 28.01.2015      22         31      22.52  0.51  68.19  22.22  70.54
 29.01.2015       4         14       4.23  0.19  72.21 291.48  63.75
 29.01.2015       9         26       9.43  2.79   68.5 265.79  57.71
 29.01.2015      14         41      14.68  1.85  65.37 180.63  68.88
 30.01.2015       3          1       3.02 23.39   63.9  298.3   56.4
 30.01.2015       9         46       9.77 22.96  66.59 220.89  64.05
 31.01.2015       3          2       3.03  0.49  67.41 310.32     62
 31.01.2015       4         27       4.45   2.1  72.64  307.1  65.42
 31.01.2015      16         21      16.35  2.82  65.92  170.9  70.08
 31.01.2015      21          1      21.02 22.76  64.03  20.42  67.84
 01.02.2015       1         44       1.73  2.82  63.75   12.5  66.11
 01.02.2015      11         34      11.57  0.47  67.65 214.78  66.56
 01.02.2015      16         52      16.87  2.12  65.67 147.89  70.62
 02.02.2015      14         37      14.62  1.75  65.37 180.63  68.88
 02.02.2015      21         52      21.87 23.84   65.6   23.7  69.46
 02.02.2015      23         45      23.75  1.24  65.74  16.03   69.3
 03.02.2015       7         13       7.22 23.64     67 256.32  58.22
 03.02.2015       9         46       9.77  22.6  67.65 214.78  66.56
 03.02.2015      14         14      14.23  1.36  65.37 180.63  68.88
 03.02.2015      20         53      20.88 22.56  66.37  18.94  69.66
 04.02.2015       0         42       0.70  2.69  66.82  22.96  69.86
 04.02.2015       7         58       7.97  0.39     67 256.32  58.22
 04.02.2015       9          4       9.07  1.43     67 256.32  58.22
 04.02.2015      12         17      12.28  1.15  65.45 212.57  65.12
 04.02.2015      16         46      16.77  2.03  65.67 147.89  70.62
 05.02.2015       9         50       9.83 22.98  66.59 220.89  64.05
 06.02.2015       7         24       7.40 23.52  58.14 251.74  50.06
 06.02.2015       8         49       8.82   0.9  58.14 251.74  50.06
 07.02.2015       6         44       6.73  0.07   68.5 265.79  57.71
 07.02.2015      13         39      13.65   2.2  62.11  204.4  62.95
 07.02.2015      19         53      19.88 21.97  68.19  22.22  70.54
 08.02.2015       4         28       4.47 23.38  70.39 282.71  60.05
 08.02.2015      16         26      16.43  0.68  66.71 128.92  71.59
 08.02.2015      23         16      23.27  0.85  67.07  16.03   69.3
 09.02.2015      14         14      14.23  1.31  65.37 180.63  68.88
 09.02.2015      18         56      18.93  0.21  69.34   80.7  73.53
 09.02.2015      20          4      20.07 22.05  71.89   19.2   74.5
 10.02.2015       3         33       3.55  1.04  67.41 310.32     62
 10.02.2015      20         58      20.97  0.95  65.95  61.21   69.6
 11.02.2015       2         34       2.57 23.99  67.41 310.32     62
 11.02.2015      11         20      11.33 23.25  70.64 203.38  71.32
 12.02.2015       2         28       2.47 23.81  69.98 308.27  64.17
 12.02.2015      12          9      12.15  1.03  67.65 214.78  66.56
 12.02.2015      20         25      20.42  22.4  71.89   19.2   74.5
 13.02.2015      11         12      11.20  2.41  69.42 245.52  62.48
 14.02.2015       4          9       4.15  1.66  67.41 310.32     62
 15.02.2015       3         40       3.67  1.11  73.99 306.43  67.93
 15.02.2015       7         11       7.18 23.55     67 256.32  58.22
 15.02.2015      13         15      13.25  2.49  66.59 220.89  64.05
 15.02.2015      22         20      22.33  0.29  71.89   19.2   74.5
 16.02.2015       6         12       6.20  1.28   69.6 281.92  58.47
 16.02.2015      20         50      20.83 23.29  64.77  33.08  68.25
 16.02.2015      23         41      23.68   0.8  63.75   12.5  66.11
 17.02.2015       6         20       6.33   1.2  66.31 282.24  55.28
 17.02.2015       8         39       8.65  1.91  66.16 265.36  56.38
 17.02.2015      13          1      13.02  1.48  70.87 216.35  70.14
 18.02.2015       5         39       5.65  2.12   63.9  298.3   56.4
 18.02.2015       9         17       9.28  0.92  64.28 248.79  56.66
 18.02.2015      10         46      10.77 23.11  70.87 211.21  70.36
 18.02.2015      16         15      16.25  1.49  65.67 147.89  70.62
 18.02.2015      20          2      20.03  0.08  65.95  61.21   69.6
 19.02.2015       1          6       1.10  2.66  65.74  16.03   69.3
 19.02.2015       6         36       6.60 22.93     67 256.32  58.22
 19.02.2015      12          8      12.13  1.32  66.59 220.89  64.05
 19.02.2015      15          8      15.13   2.1  65.37 180.63  68.88
 20.02.2015       3         46       3.77 22.68  68.14 281.92  58.47
 20.02.2015       7          7       7.12   0.4  66.16 265.36  56.38
 20.02.2015      21          5      21.08 22.98   67.8  22.22  70.54
 21.02.2015       2         49       2.82  0.29  67.41 310.32     62
 21.02.2015      23          4      23.07  1.16  68.19  22.22  70.54
 22.02.2015      10          4      10.07 23.16  66.59 220.89  64.05
 22.02.2015      11         20      11.33  2.83  67.48 248.89  58.77
 22.02.2015      17         15      17.25 22.63  69.34   80.7  73.53
 22.02.2015      23         34      23.57  1.29  66.37  18.94  69.66
 23.02.2015       0         45       0.75  2.83  68.19  25.79  71.09
 23.02.2015       9         32       9.53  1.15  64.28 248.79  56.66
 24.02.2015      20         40      20.67 22.82  68.19  22.22  70.54
 24.02.2015      21         57      21.95 23.58  65.74  16.03   69.3
 25.02.2015       4         23       4.38 23.41   69.6 281.92  58.47
 25.02.2015       5         36       5.60  0.55  68.14 281.92  58.47
 25.02.2015       6         44       6.73  1.83   69.6 281.92  58.47
 25.02.2015      10         19      10.32 23.01  65.45 212.57  65.12
 25.02.2015      11         29      11.48  0.22  65.45 212.57  65.12
 25.02.2015      13         47      13.78  2.97  66.59 220.89  64.05
 25.02.2015      16         38      16.63  2.99  65.92  170.9  70.08
 26.02.2015       6         28       6.47 21.67  69.42 245.52  62.48
 26.02.2015       7         37       7.62  2.63  68.14 281.92  58.47
 26.02.2015      12         20      12.33  1.51  66.59 220.89  64.05
 26.02.2015      20         59      20.98 23.04  71.89   19.2   74.5
 27.02.2015      15         38      15.63 23.82  66.71 128.92  71.59
 27.02.2015      21          7      21.12   1.2  65.95  61.21   69.6
 28.02.2015       3         30       3.50  1.31  65.75 314.56  61.16
 28.02.2015       5         48       5.80 23.03  66.16 265.36  56.38
 28.02.2015      15         40      15.67  0.88  65.67 147.89  70.62
 28.02.2015      23         46      23.77  1.24  61.87  18.75  64.61
 01.03.2015      16          3      16.05 21.43  69.34   80.7  73.53
 01.03.2015      17         10      17.17  1.35  66.71 128.92  71.59
 01.03.2015      20         16      20.27 22.47  68.19  25.79  71.09
 01.03.2015      23         54      23.90  1.38  61.87  18.75  64.61
 02.03.2015       4         36       4.60  1.07   63.9  298.3   56.4
 02.03.2015      18          9      18.15  2.35  66.71 128.92  71.59
 03.03.2015       0          2       0.03  1.67  65.74  16.03   69.3
 03.03.2015       3         38       3.63  1.46  65.75 314.56  61.16
 03.03.2015       7          5       7.08  0.09   73.6 263.99  64.32
 03.03.2015      10         24      10.40 23.51  66.59 220.89  64.05
 03.03.2015      18         37      18.62  2.82  66.71 128.92  71.59
 03.03.2015      20         59      20.98   1.1  65.95  61.21   69.6
 04.03.2015       5         46       5.77 21.27  57.86 247.02  50.37
 04.03.2015       9         53       9.88 22.99  66.59 220.89  64.05
 04.03.2015      12          2      12.03 22.99  65.37 180.63  68.88
 04.03.2015      21          0      21.00 23.23  75.62  11.95  78.92
 04.03.2015      22         31      22.52  0.57  64.41  23.53  68.02
 05.03.2015       9         53       9.88 22.99  66.59 220.89  64.05
 05.03.2015      11         51      11.85  1.01  66.59 220.89  64.05
 05.03.2015      14         44      14.73   2.6  70.64 203.38  71.32
 05.03.2015      20          8      20.13 22.26  71.89   19.2   74.5
 06.03.2015       2         43       2.72  0.13  71.43 308.27  64.17
 06.03.2015       5         42       5.70 20.89  69.42 245.52  62.48
 06.03.2015      13         10      13.17  2.34  66.59 220.89  64.05
 06.03.2015      16         28      16.47  1.66  65.67 147.89  70.62
 06.03.2015      20         21      20.35 22.59  68.19  25.79  71.09
 07.03.2015       1         36       1.60 23.38  65.75 314.56  61.16
 07.03.2015       9          8       9.13  0.77  64.28 248.79  56.66
 07.03.2015      12         50      12.83 23.27  65.92  170.9  70.08
 07.03.2015      20         12      20.20 22.45  68.19  25.79  71.09
 07.03.2015      23         16      23.27  0.53  63.75   12.5  66.11
 08.03.2015       1          0       1.00 22.38  71.43 308.27  64.17
 08.03.2015       4         57       4.95  0.87   66.7  291.6   58.1
 08.03.2015       8         16       8.27 23.78  67.48 248.89  58.77
 09.03.2015       0         47       0.78  2.78  66.65  22.96  69.86
 10.03.2015       2          8       2.13 23.55  71.43 308.27  64.17
 10.03.2015       5          6       5.10  0.08  68.14 281.92  58.47
 10.03.2015       9         31       9.52     1  67.48 248.89  58.77
 11.03.2015       4         52       4.87  2.38  69.98 308.27  64.17
 11.03.2015       7         35       7.58 20.31  62.27 209.58  62.24
 11.03.2015       8         42       8.70  1.02     67 256.32  58.22
 11.03.2015      12         10      12.17   1.5  66.24 220.89  64.05
 12.03.2015       3         26       3.43 22.43  68.14 281.92  58.47
 12.03.2015      11         19      11.32  0.07  65.45 212.57  65.12
 12.03.2015      14         56      14.93  0.12  65.67 147.89  70.62
 13.03.2015      11         35      11.58  0.75  66.59 220.89  64.05
 14.03.2015       4          8       4.13  2.02  65.75 314.56  61.16
 14.03.2015       8         38       8.63  0.22  60.64 247.03  53.35
 14.03.2015      12         52      12.87  1.64  65.79 212.57  65.12
 14.03.2015      23         12      23.20  0.96  65.74  16.03   69.3
 15.03.2015       5         19       5.32  0.19  66.31 282.24  55.28
 15.03.2015      18         13      18.22 22.46  65.95  61.21   69.6
 16.03.2015       3         35       3.58  0.12   63.9  298.3   56.4
 16.03.2015       6         24       6.40  2.38   66.7  291.6   58.1
 16.03.2015      13         17      13.28  2.44  66.59 220.89  64.05
 18.03.2015       7         40       7.67 23.93   63.8 254.74   55.2
 19.03.2015       4         56       4.93     1  72.21 291.48  63.75
 19.03.2015      19          9      19.15 23.44  65.95  61.21   69.6
 19.03.2015      21         20      21.33  0.02  64.77  33.08  68.25
 20.03.2015       5         58       5.97 23.26  66.16 265.36  56.38
 20.03.2015      12         24      12.40  1.18  65.45 212.57  65.12
 20.03.2015      14          4      14.07 23.29  65.67 147.89  70.62
 20.03.2015      22          3      22.05  0.25  64.41  23.53  68.02
 21.03.2015       2         50       2.83  0.75  65.75 314.56  61.16
 21.03.2015       6         30       6.50  1.55  65.01 282.38  53.79
 21.03.2015      13         11      13.18  0.13  65.37 180.63  68.88
 22.03.2015       4         44       4.73 23.78  65.01 282.38  53.79
 22.03.2015      11         21      11.35 21.81  65.92  170.9  70.08
 22.03.2015      18         17      18.28 20.56  71.89   19.2   74.5
 23.03.2015       1         47       1.78 23.69  65.75 314.56  61.16
 23.03.2015       8         35       8.58 23.92  44.77  240.2  39.19
 23.03.2015       9         31       9.52  2.84   68.5 265.79  57.71
 23.03.2015      20         51      20.85 23.58  64.77  33.08  68.25
 24.03.2015       0         34       0.57 22.13  69.98 308.27  64.17
 24.03.2015       6         32       6.53 23.85  66.16 265.36  56.38
 24.03.2015       9         39       9.65  0.99  44.77  240.2  39.19
 24.03.2015      10         48      10.80    24  66.59 220.89  64.05
 25.03.2015       1         13       1.22  2.95  66.86  16.03   69.3
 25.03.2015       6          9       6.15  1.22  65.01 282.38  53.79
 25.03.2015       9         34       9.57 22.75  66.59 220.89  64.05
 25.03.2015      15          1      15.02  0.13  65.67 147.89  70.62
 25.03.2015      18         33      18.55 20.86  71.89   19.2   74.5
 25.03.2015      22         12      22.20 23.97  66.86  16.03   69.3
 26.03.2015       0         23       0.38  2.13  66.86  16.03   69.3
 26.03.2015       6          3       6.05  0.98  66.31 282.24  55.28
 26.03.2015      14         34      14.57 23.72  65.67 147.89  70.62
 26.03.2015      16         22      16.37  1.53  65.67 147.89  70.62
 26.03.2015      20         13      20.22   1.8  69.34   80.7  73.53
 26.03.2015      23         11      23.18  1.05  65.74  16.03   69.3
 27.03.2015       8         48       8.80  0.36  67.48 248.89  58.77
 27.03.2015      21         48      21.80  23.7  65.74  16.03   69.3
 28.03.2015       6          9       6.15 23.48  66.16 265.36  56.38
 28.03.2015      20         22      20.37  1.97  69.34   80.7  73.53
 29.03.2015       2         21       2.35  21.3  66.31 282.24  55.28
 29.03.2015       4         56       4.93  2.89  65.75 314.56  61.16
 29.03.2015      12          8      12.13  1.88  63.93  224.9   60.7
 30.03.2015       4         29       4.48 21.86   68.5 265.79  57.71
 30.03.2015      22         14      22.23  2.57  65.95  61.21   69.6
 01.04.2015      21         58      21.97 23.91  65.74  16.03   69.3
 02.04.2015       8         34       8.57   1.9  66.16 265.36  56.38
 02.04.2015      13          9      13.15 23.58  65.92  170.9  70.08
 03.04.2015       8         42       8.70  0.44  64.28 248.79  56.66
 03.04.2015      14         44      14.73  0.98  65.92  170.9  70.08
 03.04.2015      17         42      17.70  2.34  70.98 137.71  75.94
 03.04.2015      21          0      21.00  2.57  74.55  76.54   79.3
 03.04.2015      22         26      22.43  0.38  65.74  16.03   69.3
 04.04.2015       4         38       4.63  2.34  67.41 310.32     62
 04.04.2015       9         34       9.57  1.99     67 256.32  58.22
 04.04.2015      12          3      12.05  0.88  65.45 212.57  65.12
 04.04.2015      18         26      18.43 20.81  71.89   19.2   74.5
 05.04.2015       1         49       1.82 23.83  65.75 314.56  61.16
 05.04.2015       4         16       4.27 23.26  66.31 282.24  55.28
 05.04.2015      15         15      15.25  2.94  70.64 203.38  71.32
 05.04.2015      22          5      22.08  2.48  65.95  61.21   69.6
 06.04.2015       2         35       2.58  0.32  67.41 310.32     62
 06.04.2015      11         46      11.77 23.76  70.64 203.38  71.32
 06.04.2015      12         58      12.97   0.9  70.64 203.38  71.32
 07.04.2015       0         57       0.95 22.63  69.98 308.27  64.17
 07.04.2015       2         21       2.35 22.53  72.21 291.48  63.75
 07.04.2015       3         19       3.32  1.06  67.41 310.32     62
 07.04.2015      17         57      17.95 23.58  69.34   80.7  73.53
 08.04.2015      18         53      18.88 21.32  71.89   19.2   74.5
 09.04.2015       4         35       4.58 23.59  66.31 282.24  55.28
 09.04.2015       7         26       7.43  2.53  68.14 281.92  58.47
 09.04.2015      11         38      11.63  0.49  65.45 212.57  65.12
 09.04.2015      17         56      17.93 23.57  69.34   80.7  73.53
 09.04.2015      23         12      23.20  1.09  66.86  16.03   69.3
 10.04.2015       6         54       6.90 22.54  61.95 247.03  53.35
 10.04.2015      16          9      16.15  0.24  66.71 128.92  71.59
 10.04.2015      19         33      19.55  0.03  65.95  61.21   69.6
 12.04.2015      19          2      19.03  0.77  69.34   80.7  73.53
 13.04.2015       6         19       6.32 23.71  66.16 265.36  56.38
 13.04.2015       8         14       8.23  1.61  66.16 265.36  56.38
 14.04.2015       8         40       8.67  2.06  66.16 265.36  56.38
 14.04.2015      12         15      12.25  1.09  65.45 212.57  65.12
 15.04.2015       6          3       6.05 23.45  66.16 265.36  56.38
 16.04.2015       0         13       0.22  1.81  63.75   12.5  66.11
 16.04.2015      10         56      10.93 21.51  65.92  170.9  70.08
 16.04.2015      16         11      16.18  2.97  65.37 180.63  68.88
 17.04.2015       2         22       2.37  0.11  73.99 306.43  67.93
 17.04.2015       9          1       9.02  0.83  64.28 248.79  56.66
 18.04.2015       0         18       0.30 22.16  67.41 310.32     62
 18.04.2015       4          0       4.00 23.18  70.39 282.71  60.05
 18.04.2015       8         23       8.38 21.67  66.59 220.89  64.05
 18.04.2015      13         58      13.97   0.8  65.37 180.63  68.88
 19.04.2015       0         28       0.47 22.61  65.75 314.56  61.16
 19.04.2015      18         31      18.52  0.27  69.34   80.7  73.53
 21.04.2015       1         37       1.62 22.37   63.9  298.3   56.4
 22.04.2015       0         56       0.93 20.68  57.83 287.55  48.65
 22.04.2015       2         14       2.23  0.33  65.75 314.56  61.16
 22.04.2015       6         41       6.68  1.84  65.01 282.38  53.79
 22.04.2015      11         50      11.83 22.91  65.37 180.63  68.88
 22.04.2015      15         15      15.25 23.23  66.71 128.92  71.59
 22.04.2015      22         15      22.25  0.36  65.74  16.03   69.3
 23.04.2015       3         31       3.52 22.71  68.14 281.92  58.47
 23.04.2015       8         26       8.43  0.11  67.48 248.89  58.77
 24.04.2015       2         53       2.88  0.97  65.75 314.56  61.16
 24.04.2015      10         21      10.35  2.07  67.48 248.89  58.77
 24.04.2015      12          8      12.13  0.16  70.64 203.38  71.32
 27.04.2015       9         13       9.22  0.93  67.48 248.89  58.77
 28.04.2015       8         39       8.65  0.34  67.48 248.89  58.77
 28.04.2015      13         43      13.72  2.78  66.59 220.89  64.05
 30.04.2015       0         36       0.60  22.8  65.75 314.56  61.16
 01.05.2015       3         55       3.92 23.12  68.14 281.92  58.47
 02.05.2015      22          4      22.07  0.31  67.07  16.03   69.3
 03.05.2015       2         41       2.68  0.52  67.41 310.32     62
 03.05.2015       5         43       5.72 23.17  66.16 265.36  56.38
 03.05.2015      11         12      11.20  0.55  66.59 220.89  64.05
 04.05.2015       8         18       8.30    24  67.48 248.89  58.77
 05.05.2015       7          5       7.08  2.25  68.14 281.92  58.47
 05.05.2015      20         48      20.80 23.42  71.89   19.2   74.5
 05.05.2015      22         44      22.73  1.41  68.19  22.22  70.54
 06.05.2015       4         49       4.82  0.04  65.01 282.38  53.79
 07.05.2015      23         27      23.45  1.62  65.74  16.03   69.3
 08.05.2015       4         15       4.25  1.99  69.98 308.27  64.17
 08.05.2015       9         59       9.98  1.74  67.48 248.89  58.77
 09.05.2015      21         37      21.62   0.3   65.6   23.7  69.46
 10.05.2015       5         13       5.22  0.29  66.31 282.24  55.28
 10.05.2015      19         40      19.67  0.33  65.95  61.21   69.6
 11.05.2015       6         14       6.23  23.7   63.7 265.34  53.86
 11.05.2015      10         39      10.65 23.63  65.45 212.57  65.12
 12.05.2015       1         49       1.82  21.1  68.14 281.92  58.47
 12.05.2015      23         58      23.97   1.7  63.75   12.5  66.11
 13.05.2015       4         22       4.37 21.84  66.16 265.36  56.38
 14.05.2015       2         46       2.77  0.89  65.75 314.56  61.16
 14.05.2015       6          6       6.10 23.55  66.16 265.36  56.38
 14.05.2015       9          1       9.02 22.05  67.65 214.78  66.56
 14.05.2015      20         50      20.83  1.51  65.95  61.21   69.6
 15.05.2015       5         23       5.38 23.05  72.45 267.89  62.82
 15.05.2015      10         27      10.45 23.84  66.59 220.89  64.05
 16.05.2015       0         39       0.65  2.69  66.86  16.03   69.3
 16.05.2015       7         22       7.37 23.05  67.48 248.89  58.77
 16.05.2015      12         40      12.67  0.62  70.64 203.38  71.32
 17.05.2015       2          0       2.00 23.88  67.41 310.32     62
 17.05.2015       7          4       7.07  2.23  68.14 281.92  58.47
 19.05.2015       1         21       1.35 20.67  68.14 281.92  58.47
 19.05.2015       9         16       9.27  22.8  66.24 220.89  64.05
 19.05.2015      17         31      17.52 20.04  76.57  11.95  78.92
 20.05.2015       1          2       1.03 23.25  65.75 314.56  61.16
 20.05.2015       3          4       3.07   0.9  67.41 310.32     62
 20.05.2015      10         32      10.53 22.73  65.59 199.56  66.97
 22.05.2015       2          2       2.03 22.34  72.21 291.48  63.75
 26.05.2015      11         11      11.18  0.53  66.59 220.89  64.05
 27.05.2015      13         31      13.52  2.14  65.79 218.84  64.78
 27.05.2015      22          2      22.03  0.57   67.8  22.22  70.54
 28.05.2015       2         41       2.68  0.79  65.75 314.56  61.16
 28.05.2015      10         43      10.72 23.69  65.79 212.57  65.12
 29.05.2015      18          6      18.10  2.93  70.98 137.71  75.94
 29.05.2015      21         18      21.30 23.47  66.86  16.03   69.3
 30.05.2015       7         22       7.37  20.2   71.5 216.35  70.14
 31.05.2015      16         36      16.60 21.92  69.34   80.7  73.53
